FID,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,the_geom,FOTOGRAAF,FOTO_GROOT,BOUWJAAR
Molens.413,413,Hoekmolen,Hei- en Boeicop,windmolen,poldermolen,wipmolen,bestaand,21344,01473,https://zoeken.allemolens.nl/tenbruggencatenummer/01473,https://images.memorix.nl/rce/thumb/350x350/e691e5c8-7130-65b2-450c-2f21dddafcf7.jpg,poldermolen,POINT (131374.99999984558 438876.99999873794),Bert van As (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e691e5c8-7130-65b2-450c-2f21dddafcf7.jpg,onbekend
Molens.414,414,Bonrepasmolen,Vlist,windmolen,poldermolen,wipmolen,bestaand,37864,01475,https://zoeken.allemolens.nl/tenbruggencatenummer/01475,https://images.memorix.nl/rce/thumb/350x350/92765a52-92db-a25a-0c37-9a9969bcafc8.jpg,poldermolen,POINT (117816.99999977509 441395.99999735027),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/92765a52-92db-a25a-0c37-9a9969bcafc8.jpg,onbekend
Molens.415,415,De Middelste of Tweede Molen,Cabauw,windmolen,poldermolen,wipmolen,bestaand,26240,01479,https://zoeken.allemolens.nl/tenbruggencatenummer/01479,https://images.memorix.nl/rce/thumb/350x350/72b34d82-754d-f7ff-d694-b30f3ab995f8.jpg,poldermolen,POINT (119570.99999978876 442065.00000444165),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/72b34d82-754d-f7ff-d694-b30f3ab995f8.jpg,1773
Molens.416,416,De Westermolen,Langerak,windmolen,poldermolen,wipmolen,bestaand,23933,01482,https://zoeken.allemolens.nl/tenbruggencatenummer/01482,https://images.memorix.nl/rce/thumb/350x350/48090206-6264-7483-18c7-cbaf258e1603.jpg,poldermolen,POINT (120141.00000005325 436257.00000427844),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/48090206-6264-7483-18c7-cbaf258e1603.jpg,1652
Molens.417,417,Goudriaanse Molen,Goudriaan,windmolen,poldermolen,8-kante grondzeiler,bestaand,17033,01484,https://zoeken.allemolens.nl/tenbruggencatenummer/01484,https://images.memorix.nl/rce/thumb/350x350/1bcede28-4fd9-5e60-0171-9b8e457c0b23.jpg,poldermolen,POINT (120510.0000001174 435216.99999507767),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1bcede28-4fd9-5e60-0171-9b8e457c0b23.jpg,1779
Molens.418,418,Achterlandse Molen,Groot-Ammers,windmolen,poldermolen,wipmolen,bestaand,18771,01486,https://zoeken.allemolens.nl/tenbruggencatenummer/01486,https://images.memorix.nl/rce/thumb/350x350/2554c2b9-2ace-afa6-88a0-6ec1b4d32eaa.jpg,poldermolen,POINT (117282.99999993066 435391.0000050306),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2554c2b9-2ace-afa6-88a0-6ec1b4d32eaa.jpg,onbekend
Molens.419,419,De Achtkante Molen,Groot-Ammers,windmolen,poldermolen,8-kante grondzeiler,bestaand,18770,01487,https://zoeken.allemolens.nl/tenbruggencatenummer/01487,https://images.memorix.nl/rce/thumb/350x350/0a43fb50-5709-d954-78eb-631a42f5568a.jpg,poldermolen,POINT (116789.000000081 435989.00000258646),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0a43fb50-5709-d954-78eb-631a42f5568a.jpg,1805
Molens.420,420,De Graaflandse Molen,Groot-Ammers,windmolen,poldermolen,wipmolen,bestaand,18769,01488,https://zoeken.allemolens.nl/tenbruggencatenummer/01488,https://images.memorix.nl/rce/thumb/350x350/e574970a-43ba-dcc5-ca7f-72e4926e6e99.jpg,poldermolen,POINT (116410.00000019354 436472.0000010894),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e574970a-43ba-dcc5-ca7f-72e4926e6e99.jpg,onbekend
Molens.421,421,Gelkenes Molen,Groot-Ammers,windmolen,poldermolen,wipmolen,bestaand,18768,01489,https://zoeken.allemolens.nl/tenbruggencatenummer/01489,https://images.memorix.nl/rce/thumb/350x350/130c76cb-b2ae-39a0-16ca-10eb2685276b.jpg,poldermolen,POINT (116160.99999975806 436816.9999970876),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/130c76cb-b2ae-39a0-16ca-10eb2685276b.jpg,onbekend
Molens.422,422,De Liefde (vh. De Hoop),Streefkerk,windmolen,korenmolen,8-kante stellingmolen,bestaand,34937,01490,https://zoeken.allemolens.nl/tenbruggencatenummer/01490,https://images.memorix.nl/rce/thumb/350x350/a28ae6a5-8b1f-ff2a-96f0-6ab11f56f5e0.jpg,korenmolen,POINT (111538.00000032915 435845.00000475335),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a28ae6a5-8b1f-ff2a-96f0-6ab11f56f5e0.jpg,1893
Molens.423,423,Fundering Sluismolen,Streefkerk,windmolen,poldermolen,wipmolen,restant,34926,01491,https://zoeken.allemolens.nl/tenbruggencatenummer/01491,https://images.memorix.nl/rce/thumb/350x350/c7c51e29-2290-d9bf-afbb-fa8c102c9aa1.jpg,poldermolen,POINT (109892.99999969255 434206.99999984045),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c7c51e29-2290-d9bf-afbb-fa8c102c9aa1.jpg,1710
Molens.424,424,Kleine Tiendwegmolen,Streefkerk,windmolen,poldermolen,wipmolen,bestaand,34923,01493,https://zoeken.allemolens.nl/tenbruggencatenummer/01493,https://images.memorix.nl/rce/thumb/350x350/862cb4ca-3326-ee86-23d7-20ccbbf3f287.jpg,poldermolen,POINT (110304.99999992547 434365.00000420125),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/862cb4ca-3326-ee86-23d7-20ccbbf3f287.jpg,onbekend
Molens.425,425,Achtkante Molen,Streefkerk,windmolen,poldermolen,8-kante grondzeiler,bestaand,34924,01494,https://zoeken.allemolens.nl/tenbruggencatenummer/01494,https://images.memorix.nl/rce/thumb/350x350/da80cdc8-90b7-efe7-8661-f5b9e889286d.jpg,poldermolen,POINT (110130.99999974715 434208.999994893),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/da80cdc8-90b7-efe7-8661-f5b9e889286d.jpg,onbekend
Molens.426,426,Oude Weteringmolen,Streefkerk,windmolen,poldermolen,wipmolen,bestaand,34925,01495,https://zoeken.allemolens.nl/tenbruggencatenummer/01495,https://images.memorix.nl/rce/thumb/350x350/0bc14adf-a938-2476-f9a0-76fa4ff6344a.jpg,poldermolen,POINT (110162.00000026943 433758.99999584793),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0bc14adf-a938-2476-f9a0-76fa4ff6344a.jpg,onbekend
Molens.427,427,Broekmolen,Streefkerk,windmolen,poldermolen,wipmolen,bestaand,34922,01496,https://zoeken.allemolens.nl/tenbruggencatenummer/01496,https://images.memorix.nl/rce/thumb/350x350/ffd36c88-ad84-66f7-f170-f74b70ac26b7.jpg,poldermolen,POINT (110666.99999994753 432843.9999964849),Chris Booms (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ffd36c88-ad84-66f7-f170-f74b70ac26b7.jpg,1581
Molens.428,428,Korenmolen De Regt,Nieuw-Lekkerland,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,30537,01498,https://zoeken.allemolens.nl/tenbruggencatenummer/01498,https://images.memorix.nl/rce/thumb/350x350/fe4a9375-b67a-725b-765d-ab4d9b19a876.jpg,korenmolen,POINT (104941.99999969598 433502.00000364694),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/fe4a9375-b67a-725b-765d-ab4d9b19a876.jpg,onbekend
Molens.429,429,De Kortlandse molen,Alblasserdam,windmolen,poldermolen,ronde stenen grondzeiler,bestaand,7095,01499,https://zoeken.allemolens.nl/tenbruggencatenummer/01499,https://images.memorix.nl/rce/thumb/350x350/e5a2a519-9915-eeb4-dfa1-309421203a49.jpg,poldermolen,POINT (105853.9999999023 431830.9999990648),Bert van As (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e5a2a519-9915-eeb4-dfa1-309421203a49.jpg,1890
Molens.430,430,Overwaard Molen No. 1,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30551,01501,https://zoeken.allemolens.nl/tenbruggencatenummer/01501,https://images.memorix.nl/rce/thumb/350x350/e13cc02d-6f12-3279-5e98-7c0915e72153.jpg,poldermolen,POINT (103728.9999996688 433116.9999973688),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e13cc02d-6f12-3279-5e98-7c0915e72153.jpg,1740
Molens.431,431,Overwaard Molen No. 3,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30553,01503,https://zoeken.allemolens.nl/tenbruggencatenummer/01503,https://images.memorix.nl/rce/thumb/350x350/6e4c31dd-5fc0-0bc6-1445-23d3e3356c90.jpg,poldermolen,POINT (103942.99999992804 432715.0000051329),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6e4c31dd-5fc0-0bc6-1445-23d3e3356c90.jpg,1740
Molens.432,432,Overwaard Molen No. 4 (Contramolen),Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30554,01504,https://zoeken.allemolens.nl/tenbruggencatenummer/01504,https://images.memorix.nl/rce/thumb/350x350/85104bf0-4b37-392b-eed6-54a857ca1c78.jpg,poldermolen,POINT (104022.99999980383 432593.99999659526),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/85104bf0-4b37-392b-eed6-54a857ca1c78.jpg,1740
Molens.433,433,Overwaard Molen No. 5,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30555,01505,https://zoeken.allemolens.nl/tenbruggencatenummer/01505,https://images.memorix.nl/rce/thumb/350x350/52b0e369-40d0-8b8b-de73-379d1589ff25.jpg,poldermolen,POINT (104182.9999999984 432547.00000102405),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/52b0e369-40d0-8b8b-de73-379d1589ff25.jpg,1740
Molens.434,434,Overwaard Molen No. 6,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30556,01506,https://zoeken.allemolens.nl/tenbruggencatenummer/01506,https://images.memorix.nl/rce/thumb/350x350/a2b7ee12-7451-7aa0-9f21-acfdc76b0a6f.jpg,poldermolen,POINT (104350.99999980844 432494.00000263646),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a2b7ee12-7451-7aa0-9f21-acfdc76b0a6f.jpg,1740
Molens.435,435,Overwaard Molen No. 7,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30557,01507,https://zoeken.allemolens.nl/tenbruggencatenummer/01507,https://images.memorix.nl/rce/thumb/350x350/70d1688a-3fa9-1000-befc-ab87c16e03d3.jpg,poldermolen,POINT (104512.00000006525 432435.99999901664),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/70d1688a-3fa9-1000-befc-ab87c16e03d3.jpg,1740
Molens.436,436,Overwaard Molen No. 8,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30558,01508,https://zoeken.allemolens.nl/tenbruggencatenummer/01508,https://images.memorix.nl/rce/thumb/350x350/ea9bd599-7616-6115-90e4-4f231f9372a8.jpg,poldermolen,POINT (104671.00000023926 432376.99999782676),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ea9bd599-7616-6115-90e4-4f231f9372a8.jpg,1740
Molens.437,437,De Hoge Molen,Kinderdijk / Nieuw-Lekkerland,windmolen,poldermolen,8-kante grondzeiler,bestaand,30538,01509,https://zoeken.allemolens.nl/tenbruggencatenummer/01509,https://images.memorix.nl/rce/thumb/350x350/4158868c-3d46-0d06-78b8-cc356fae9eb7.jpg,poldermolen,POINT (104184.99999983878 433297.9999949929),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4158868c-3d46-0d06-78b8-cc356fae9eb7.jpg,1740
Molens.438,438,Kleine of  Lage  Molen,Kinderdijk / Nieuw-Lekkerland,windmolen,poldermolen,8-kante grondzeiler,bestaand,30539,01510,https://zoeken.allemolens.nl/tenbruggencatenummer/01510,https://images.memorix.nl/rce/thumb/350x350/b27207c3-db3c-1864-fa7b-ab6602722d9f.jpg,poldermolen,POINT (104382.00000018015 433069.9999957747),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b27207c3-db3c-1864-fa7b-ab6602722d9f.jpg,1761
Molens.439,439,Kyck Over Den Dyck,Dordrecht,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,13606,01516,https://zoeken.allemolens.nl/tenbruggencatenummer/01516,https://images.memorix.nl/rce/thumb/350x350/73986ed3-f56a-c012-3d6d-4a8dc3910e73.jpg,korenmolen,POINT (106160.00000024895 425462.99999472033),Arjan de Zeeuw (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/73986ed3-f56a-c012-3d6d-4a8dc3910e73.jpg,1713
Molens.440,440,'t Vliegend Hert,'s-Gravendeel,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,17406,01519,https://zoeken.allemolens.nl/tenbruggencatenummer/01519,https://images.memorix.nl/rce/thumb/350x350/14d17031-366e-bb8f-d3b8-e58d980e5d6a.jpg,korenmolen,POINT (101806.00000019817 421835.9999985618),Daria Scagliola (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/14d17031-366e-bb8f-d3b8-e58d980e5d6a.jpg,1858
Molens.441,441,De Korenaar,Ridderkerk,windmolen,korenmolen,ronde stenen stellingmolen,restant,geen  rijksmonument,01521,https://zoeken.allemolens.nl/tenbruggencatenummer/01521,https://images.memorix.nl/rce/thumb/350x350/3743c933-6143-5cb8-3d72-a294101fb7e2.jpg,korenmolen,POINT (101003.99999992411 431896.9999948826),Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3743c933-6143-5cb8-3d72-a294101fb7e2.jpg,1843
Molens.442,442,d ' Heesterboom,Leiden,windmolen,houtzaagmolen,8-kante stellingmolen,bestaand,25653,01522,https://zoeken.allemolens.nl/tenbruggencatenummer/01522,https://images.memorix.nl/rce/thumb/350x350/285287c7-13e6-95c1-878d-39ee9f210ac1.jpg,zaagmolen,POINT (92407.9999997695 463577.0000003621),Jos Stöver (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/285287c7-13e6-95c1-878d-39ee9f210ac1.jpg,1804
Molens.443,443,De Korenaer of Molen Prins Maurits,Loosduinen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,17890,01525,https://zoeken.allemolens.nl/tenbruggencatenummer/01525,https://images.memorix.nl/rce/thumb/350x350/75baeed9-ba86-d3b9-dcf1-75362387b4fa.jpg,korenmolen,POINT (76059.00000021816 451939.9999959275),G.J. Dukker (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/75baeed9-ba86-d3b9-dcf1-75362387b4fa.jpg,1721
Molens.444,444,De Vier Winden,Monster,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,30043,01527,https://zoeken.allemolens.nl/tenbruggencatenummer/01527,https://images.memorix.nl/rce/thumb/350x350/7e90a592-be14-8fb1-d463-a8734b732beb.jpg,korenmolen,POINT (72042.00000004514 449790.00000292377),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7e90a592-be14-8fb1-d463-a8734b732beb.jpg,1882
Molens.445,445,De Hoop,Rozenburg,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,364793,01532,https://zoeken.allemolens.nl/tenbruggencatenummer/01532,https://images.memorix.nl/rce/thumb/350x350/ba58d31d-67d7-84b9-bcbd-5be00f4aa7b5.jpg,korenmolen,POINT (76690.99999982708 435704.9999999191),Jos Stöver (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ba58d31d-67d7-84b9-bcbd-5be00f4aa7b5.jpg,1887
Molens.446,446,De Hoop,Maassluis,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,26629,01533,https://zoeken.allemolens.nl/tenbruggencatenummer/01533,https://images.memorix.nl/rce/thumb/350x350/3517a3cd-eeab-c704-6fec-82accf0fcff0.jpg,korenmolen,POINT (77232.99999969204 437310.99999610713),Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3517a3cd-eeab-c704-6fec-82accf0fcff0.jpg,1690
Molens.447,447,Wippersmolen,Maassluis,windmolen,poldermolen,ronde stenen grondzeiler,bestaand,26626,01534,https://zoeken.allemolens.nl/tenbruggencatenummer/01534,https://images.memorix.nl/rce/thumb/350x350/b404ce33-66b5-926c-712a-fc707d6068f4.jpg,poldermolen,POINT (77848.99999974872 437972.9999993551),Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b404ce33-66b5-926c-712a-fc707d6068f4.jpg,1726
Molens.448,448,Dijkmolen,Maasland,windmolen,poldermolen,8-kante grondzeiler,bestaand,26592,01536,https://zoeken.allemolens.nl/tenbruggencatenummer/01536,https://images.memorix.nl/rce/thumb/350x350/712fff37-f9d8-8530-56c5-548f9d16aeae.jpg,poldermolen,POINT (78434.99999980383 439932.0000035975),G.J. Dukker (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/712fff37-f9d8-8530-56c5-548f9d16aeae.jpg,1718
Molens.449,449,De Drie Lelies,Maasland,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,518175,01537,https://zoeken.allemolens.nl/tenbruggencatenummer/01537,https://images.memorix.nl/rce/thumb/350x350/d8c12ea7-2f7b-2b31-c403-c9a2e487e6a7.jpg,korenmolen,POINT (78492.00000012277 440076.99999670265),Bert van As (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d8c12ea7-2f7b-2b31-c403-c9a2e487e6a7.jpg,1767
Molens.450,450,Nieuwe of Kleine Molen (molenrestant),Maasland,windmolen,poldermolen,8-kante grondzeiler,restant,geen  rijksmonument,01538,https://zoeken.allemolens.nl/tenbruggencatenummer/01538,https://images.memorix.nl/rce/thumb/350x350/84b261d6-5215-69bf-0d16-c85770ec7d84.jpg,poldermolen,POINT (79000.00000009757 441385.000002976),Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/84b261d6-5215-69bf-0d16-c85770ec7d84.jpg,1832
Molens.451,451,Molen van de Oude Lierpolder (vh. Blakermolen),De Lier,windmolen,poldermolen,ronde stenen grondzeiler,restant,527574,01539,https://zoeken.allemolens.nl/tenbruggencatenummer/01539,https://images.memorix.nl/rce/thumb/350x350/2cb38c39-cbe1-fc5d-e006-313a1df37001.jpg,poldermolen,POINT (78158.00000014562 444203.9999970827),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2cb38c39-cbe1-fc5d-e006-313a1df37001.jpg,1717
Molens.452,452,Groeneveldse Molen,Schipluiden,windmolen,poldermolen,ronde stenen grondzeiler,bestaand,33387,01540,https://zoeken.allemolens.nl/tenbruggencatenummer/01540,https://images.memorix.nl/rce/thumb/350x350/f078f28c-4ec2-1e09-6c9f-1ce559802cbf.jpg,poldermolen,POINT (79214.99999977628 445461.99999668676),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f078f28c-4ec2-1e09-6c9f-1ce559802cbf.jpg,1719
Molens.453,453,Windlust,Wateringen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,38408,01544,https://zoeken.allemolens.nl/tenbruggencatenummer/01544,https://images.memorix.nl/rce/thumb/350x350/2b6efa79-d5fa-27ef-a43b-a0dbaaab7a78.jpg,korenmolen,POINT (78470.99999993328 448862.99999779894),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2b6efa79-d5fa-27ef-a43b-a0dbaaab7a78.jpg,onbekend
Molens.454,454,Korenmolen Waardenburg,Waardenburg,windmolen,korenmolen,6-kante grondzeiler,bestaand,30381,01545,https://zoeken.allemolens.nl/tenbruggencatenummer/01545,https://images.memorix.nl/rce/thumb/350x350/7013c784-5374-7353-30ae-d45e01da7d58.jpg,korenmolen,POINT (146542.99999995384 426922.99999981764),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7013c784-5374-7353-30ae-d45e01da7d58.jpg,onbekend
Molens.455,455,De Pelikaan,Maaskantje,windmolen,korenmolen,ronde stenen beltmolen,bestaand,33638,01546,https://zoeken.allemolens.nl/tenbruggencatenummer/01546,https://images.memorix.nl/rce/thumb/350x350/c2151f8a-ff56-1abe-ac56-c5e84e3346eb.jpg,korenmolen,POINT (153878.99999997634 407769.00000186486),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c2151f8a-ff56-1abe-ac56-c5e84e3346eb.jpg,1864
Molens.456,456,De Genenberg,Sint-Michielsgestel,windmolen,korenmolen,ronde stenen beltmolen,bestaand,33626,01548,https://zoeken.allemolens.nl/tenbruggencatenummer/01548,https://images.memorix.nl/rce/thumb/350x350/132df150-919d-170f-8c6d-6d0c3f7a0797.jpg,korenmolen,POINT (152941.99999982602 404960.00000349164),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/132df150-919d-170f-8c6d-6d0c3f7a0797.jpg,1841
Molens.457,457,Catharina,Schijndel,windmolen,korenmolen,ronde stenen beltmolen,bestaand,33564,01550,https://zoeken.allemolens.nl/tenbruggencatenummer/01550,https://images.memorix.nl/rce/thumb/350x350/4a0d991f-190b-6e7b-9772-522c5f3a3a1b.jpg,korenmolen,POINT (158038.99999973926 403642.0000016793),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4a0d991f-190b-6e7b-9772-522c5f3a3a1b.jpg,1837
Molens.458,458,De Pegstukken,Schijndel,windmolen,korenmolen,ronde stenen beltmolen,bestaand,33574,01553,https://zoeken.allemolens.nl/tenbruggencatenummer/01553,https://images.memorix.nl/rce/thumb/350x350/9cba8336-8847-e0ac-ba56-6872d0387d54.jpg,korenmolen,POINT (159008.00000010448 402948.0000024769),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9cba8336-8847-e0ac-ba56-6872d0387d54.jpg,1845
Molens.459,459,St. Antonius Molen,Eerde,windmolen,korenmolen,ronde stenen beltmolen,bestaand,527232,01555,https://zoeken.allemolens.nl/tenbruggencatenummer/01555,https://images.memorix.nl/rce/thumb/350x350/f66371f8-8888-152e-76e1-1362402afd25.jpg,korenmolen,POINT (162241.9999999894 401880.00000451517),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f66371f8-8888-152e-76e1-1362402afd25.jpg,1883
Molens.460,460,Koeveringse Molen (mogelijk herbouw),Sint-Oedenrode,windmolen,korenmolen,standerdmolen (gesloten),bestaand,geen  rijksmonument,01556,https://zoeken.allemolens.nl/tenbruggencatenummer/01556,https://images.memorix.nl/rce/thumb/350x350/91a09678-d1c8-64d2-b9c1-6fbb9586f4b5.jpg,korenmolen,POINT (162296.99999987442 399777.9999966986),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/91a09678-d1c8-64d2-b9c1-6fbb9586f4b5.jpg,onbekend
