OID_,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,FOTOGRAAF,FOTO_GROOT,BOUWJAAR,x,y
865,864,'t Roode Hert,Oudorp (Alkmaar),windmolen,korenmolen,8-kante stellingmolen,bestaand,7467,03506,https://zoeken.allemolens.nl/tenbruggencatenummer/03506,https://images.memorix.nl/rce/thumb/350x350/f6ebc7b9-5fdb-0177-b76a-84457e66c096.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f6ebc7b9-5fdb-0177-b76a-84457e66c096.jpg,onbekend,112392,516764
866,865,Sint Petrus (Molen van Nijken),Roggel,windmolen,korenmolen,ronde stenen beltmolen,bestaand,32694,03508,https://zoeken.allemolens.nl/tenbruggencatenummer/03508,https://images.memorix.nl/rce/thumb/350x350/6f2b751c-4acc-5506-54ac-32fd23119595.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6f2b751c-4acc-5506-54ac-32fd23119595.jpg,1901,191615,365723
867,866,Sint Antonius,Heythuysen,windmolen,korenmolen,ronde stenen beltmolen,bestaand,22123,03512,https://zoeken.allemolens.nl/tenbruggencatenummer/03512,https://images.memorix.nl/rce/thumb/350x350/deae82fd-11b8-0f6b-495f-d53bb9fd8261.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/deae82fd-11b8-0f6b-495f-d53bb9fd8261.jpg,1861,190881,362988
868,867,Friedesse Molen,Neer,watermolen,korenmolen,watergedreven molen met onderslagrad,bestaand,30328,03515,https://zoeken.allemolens.nl/tenbruggencatenummer/03515,https://images.memorix.nl/rce/thumb/350x350/3bb1fc2a-8913-88b3-c5f5-844d9d694853.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3bb1fc2a-8913-88b3-c5f5-844d9d694853.jpg,1717,197200,363450
869,868,Bouwhofmolen,Apeldoorn-Ugchelen,watermolen,papiermolen- wasserij,watergedreven molen met bovenslagrad,bestaand,geen  rijksmonument,03520,https://zoeken.allemolens.nl/tenbruggencatenummer/03520,https://images.memorix.nl/rce/thumb/350x350/2ca29748-3f75-39c6-a745-aeeb0e2492df.jpg,industriemolen,Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2ca29748-3f75-39c6-a745-aeeb0e2492df.jpg,onbekend,193300,467000
870,869,De Hamermolen,Apeldoorn-Ugchelen,watermolen,electriciteitsopwekking,watergedreven molen met bovenslagrad,bestaand,geen  rijksmonument,03524,https://zoeken.allemolens.nl/tenbruggencatenummer/03524,https://images.memorix.nl/rce/thumb/350x350/4d6af045-db4c-0aa5-4935-bc59a5b835ec.jpg,industriemolen,H.P.R. Rosenberg (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4d6af045-db4c-0aa5-4935-bc59a5b835ec.jpg,1916,191591,465769
871,870,Windlust,Nootdorp,windmolen,korenmolen,8-kante stellingmolen,bestaand,30780,03525,https://zoeken.allemolens.nl/tenbruggencatenummer/03525,https://images.memorix.nl/rce/thumb/350x350/94cb43f7-d3f3-e2be-d6a7-45d12be21a08.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/94cb43f7-d3f3-e2be-d6a7-45d12be21a08.jpg,onbekend,87514,450321
872,871,Bieslandse Bovenmolen Molen van de Drooggemaakte Polder van Biesland,Delfgauw,windmolen,poldermolen,8-kante grondzeiler,restant,geen  rijksmonument,03526,https://zoeken.allemolens.nl/tenbruggencatenummer/03526,https://images.memorix.nl/rce/thumb/350x350/a05ca517-78de-389b-3896-a0583e7165a0.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a05ca517-78de-389b-3896-a0583e7165a0.jpg,onbekend,86437,448603
873,872,De Hoop,Tholen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,35364,03527,https://zoeken.allemolens.nl/tenbruggencatenummer/03527,https://images.memorix.nl/rce/thumb/350x350/02b53627-05db-0a01-7cdb-f571dcf9ca63.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/02b53627-05db-0a01-7cdb-f571dcf9ca63.jpg,1736,73795,394317
874,873,De Verwachting,Tholen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,527659,03528,https://zoeken.allemolens.nl/tenbruggencatenummer/03528,https://images.memorix.nl/rce/thumb/350x350/3b2e765a-4d18-ceb9-f2cb-df9589592d26.jpg,korenmolen,Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3b2e765a-4d18-ceb9-f2cb-df9589592d26.jpg,1848,73967,394150
875,874,De Korenaar,Poortvliet,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,35377,03530,https://zoeken.allemolens.nl/tenbruggencatenummer/03530,https://images.memorix.nl/rce/thumb/350x350/f2cd112d-2709-f8ce-d35e-ec400a87394f.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f2cd112d-2709-f8ce-d35e-ec400a87394f.jpg,1710,69059,395682
876,875,De Nijverheid,Sint-Maartensdijk,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,35436,03531,https://zoeken.allemolens.nl/tenbruggencatenummer/03531,https://images.memorix.nl/rce/thumb/350x350/066f478a-932c-273b-7a08-7e6a8c3d75c6.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/066f478a-932c-273b-7a08-7e6a8c3d75c6.jpg,1868,64185,397191
877,876,De Hoop,Sint-Maartensdijk,windmolen,korenmolen,ronde stenen stellingmolen,restant,35409,03532,https://zoeken.allemolens.nl/tenbruggencatenummer/03532,https://images.memorix.nl/rce/thumb/350x350/4a9e2ac6-91f6-5491-7188-31146b3b49a3.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4a9e2ac6-91f6-5491-7188-31146b3b49a3.jpg,1847,64519,396871
878,877,De Korenbloem,Scherpenisse,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,35399,03533,https://zoeken.allemolens.nl/tenbruggencatenummer/03533,https://images.memorix.nl/rce/thumb/350x350/de1de78b-91bf-fdb3-9ad0-8ec43a9fe516.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/de1de78b-91bf-fdb3-9ad0-8ec43a9fe516.jpg,1872,65669,396063
879,878,De Hoop,Wemeldinge,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,23514,03535,https://zoeken.allemolens.nl/tenbruggencatenummer/03535,https://images.memorix.nl/rce/thumb/350x350/4d1cf867-9733-ddb4-0f58-72bc10587a71.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4d1cf867-9733-ddb4-0f58-72bc10587a71.jpg,1866,58869,392676
880,879,Aeolus,Wemeldinge,windmolen,koren- pelmolen,ronde stenen stellingmolen,bestaand,23489,03536,https://zoeken.allemolens.nl/tenbruggencatenummer/03536,https://images.memorix.nl/rce/thumb/350x350/a92331ee-01cf-f8fc-fb03-0596bc97e8dc.jpg,koren-/industriemolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a92331ee-01cf-f8fc-fb03-0596bc97e8dc.jpg,1869,58798,392595
881,880,De Oude Molen,Colijnsplaat,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,23777,03537,https://zoeken.allemolens.nl/tenbruggencatenummer/03537,https://images.memorix.nl/rce/thumb/350x350/76a8958f-23f7-9235-5b47-f4fe537b9c08.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/76a8958f-23f7-9235-5b47-f4fe537b9c08.jpg,onbekend,48838,402042
882,881,Nooit Gedacht/Nieuwe Molen,Colijnsplaat,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,23773,03538,https://zoeken.allemolens.nl/tenbruggencatenummer/03538,https://images.memorix.nl/rce/thumb/350x350/9e6ec47f-b3c5-b7e1-9e16-c334521a972c.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9e6ec47f-b3c5-b7e1-9e16-c334521a972c.jpg,1864,48032,402289
883,882,De Korenbloem,Kortgene,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,23771,03539,https://zoeken.allemolens.nl/tenbruggencatenummer/03539,https://images.memorix.nl/rce/thumb/350x350/db0714ed-66ec-c94b-5b0f-78e8a9fa6b94.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/db0714ed-66ec-c94b-5b0f-78e8a9fa6b94.jpg,1873,45082,398173
884,883,De Hoop,Wolphaartsdijk,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,16453,03540,https://zoeken.allemolens.nl/tenbruggencatenummer/03540,https://images.memorix.nl/rce/thumb/350x350/b9c5e1b7-34aa-77e2-7955-067bb9ee39c3.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b9c5e1b7-34aa-77e2-7955-067bb9ee39c3.jpg,1808,46026,394614
885,884,De Onderneming,Wissenkerke,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,39098,03541,https://zoeken.allemolens.nl/tenbruggencatenummer/03541,https://images.memorix.nl/rce/thumb/350x350/c120248c-c94e-b2b7-e4e3-2fc823fbabf5.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c120248c-c94e-b2b7-e4e3-2fc823fbabf5.jpg,1860,41551,400928
886,885,Landzigt,Wissenkerke,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,39099,03543,https://zoeken.allemolens.nl/tenbruggencatenummer/03543,https://images.memorix.nl/rce/thumb/350x350/67e87586-676d-a41d-904a-deb45018ab17.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/67e87586-676d-a41d-904a-deb45018ab17.jpg,1868,40999,400091
887,886,De Graanhalm,Gapinge,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,37012,03545,https://zoeken.allemolens.nl/tenbruggencatenummer/03545,https://images.memorix.nl/rce/thumb/350x350/3affcb97-3693-a760-206a-6c2001d0fa5e.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3affcb97-3693-a760-206a-6c2001d0fa5e.jpg,1896,33054,396751
888,887,d'Arke,Oostkapelle,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,42163,03548,https://zoeken.allemolens.nl/tenbruggencatenummer/03548,https://images.memorix.nl/rce/thumb/350x350/4268d951-e4e6-a30d-ddaa-e9e9049870eb.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4268d951-e4e6-a30d-ddaa-e9e9049870eb.jpg,1858,28088,399212
889,888,Weltevreden,Domburg,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,13207,03549,https://zoeken.allemolens.nl/tenbruggencatenummer/03549,https://images.memorix.nl/rce/thumb/350x350/4645c3e1-5f02-850f-1613-8c3de30a3409.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4645c3e1-5f02-850f-1613-8c3de30a3409.jpg,1817,24165,398580
890,889,Molen van Aagtekerke,Aagtekerke,windmolen,korenmolen,6-kante grondzeiler,bestaand,28108,03550,https://zoeken.allemolens.nl/tenbruggencatenummer/03550,https://images.memorix.nl/rce/thumb/350x350/73420a05-7329-4080-9537-4174145ad7c0.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/73420a05-7329-4080-9537-4174145ad7c0.jpg,1801,24795,396714
891,890,De Noorman,Westkapelle,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,38851,03551,https://zoeken.allemolens.nl/tenbruggencatenummer/03551,https://images.memorix.nl/rce/thumb/350x350/da6dfb2e-cd7f-fa80-c61b-446446a581a6.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/da6dfb2e-cd7f-fa80-c61b-446446a581a6.jpg,1852,20018,395252
892,891,Molen van Zoutelande,Zoutelande,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,36865,03554,https://zoeken.allemolens.nl/tenbruggencatenummer/03554,https://images.memorix.nl/rce/thumb/350x350/87e6d443-3335-e2d1-400d-06b5f5f93803.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/87e6d443-3335-e2d1-400d-06b5f5f93803.jpg,1722,22834,392133
893,892,De Lelie,Koudekerke,windmolen,koren- pelmolen,ronde stenen stellingmolen,bestaand,36862,03555,https://zoeken.allemolens.nl/tenbruggencatenummer/03555,https://images.memorix.nl/rce/thumb/350x350/c82a5272-b689-39c4-7d8e-e0980cb67989.jpg,koren-/industriemolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c82a5272-b689-39c4-7d8e-e0980cb67989.jpg,1872,28237,389675
894,893,Molen van Biggekerke,Biggekerke,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,36859,03556,https://zoeken.allemolens.nl/tenbruggencatenummer/03556,https://images.memorix.nl/rce/thumb/350x350/516d4829-ad12-b372-2b9a-39467c27aca5.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/516d4829-ad12-b372-2b9a-39467c27aca5.jpg,1712,26225,391465
895,894,Molen van Meliskerke,Meliskerke,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,28120,03557,https://zoeken.allemolens.nl/tenbruggencatenummer/03557,https://images.memorix.nl/rce/thumb/350x350/8c6c382a-c6b1-1554-6946-80ffbbcf8988.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8c6c382a-c6b1-1554-6946-80ffbbcf8988.jpg,1801,25222,393608
896,895,'t Welvaaren van Grijpskerke,Grijpskerke,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,geen  rijksmonument,03558,https://zoeken.allemolens.nl/tenbruggencatenummer/03558,https://images.memorix.nl/rce/thumb/350x350/6dbe7dce-91bd-3fb6-16b4-cbadfa500c0e.jpg,korenmolen,IJ.Th. Heins (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6dbe7dce-91bd-3fb6-16b4-cbadfa500c0e.jpg,1801,28279,395217
897,896,De Hoop,Sint Laurens / Middelburg,windmolen,korenmolen,ronde stenen stellingmolen,restant,522578,03559,https://zoeken.allemolens.nl/tenbruggencatenummer/03559,https://images.memorix.nl/rce/thumb/350x350/e9ecf954-aa60-e9e2-5ffa-05a604c4f3d8.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e9ecf954-aa60-e9e2-5ffa-05a604c4f3d8.jpg,1721,31388,394405
898,897,Buiten Verwachting,Nieuw- en Sint Joosland,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,29733,03560,https://zoeken.allemolens.nl/tenbruggencatenummer/03560,https://images.memorix.nl/rce/thumb/350x350/0090d0fb-5dd2-d46c-cac0-9fadf39050e2.jpg,korenmolen,Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0090d0fb-5dd2-d46c-cac0-9fadf39050e2.jpg,1874,34637,389228
899,898,De Vijf Gebroeders (vh. De Drie Gebroeders),Heinkenszand,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,9994,03564,https://zoeken.allemolens.nl/tenbruggencatenummer/03564,https://images.memorix.nl/rce/thumb/350x350/d1115072-3ac0-4564-35b6-a086cd9a4c2e.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d1115072-3ac0-4564-35b6-a086cd9a4c2e.jpg,1851,45319,388529
900,899,De Hoop,Heinkenszand,windmolen,korenmolen,ronde stenen stellingmolen,restant,9984,03565,https://zoeken.allemolens.nl/tenbruggencatenummer/03565,https://images.memorix.nl/rce/thumb/350x350/a0a317ed-edc6-eebc-3c09-4f06735c985c.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a0a317ed-edc6-eebc-3c09-4f06735c985c.jpg,1850,45603,388263
901,900,De Poel,"Nisse, 's-Heer Abtskerke",windmolen,korenmolen,8-kante grondzeiler,bestaand,9978,03566,https://zoeken.allemolens.nl/tenbruggencatenummer/03566,https://images.memorix.nl/rce/thumb/350x350/f6367563-6279-0f71-9ed6-239f318dda2d.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f6367563-6279-0f71-9ed6-239f318dda2d.jpg,1752,48641,386738
902,901,De Korenhalm,'s-Gravenpolder,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,9970,03567,https://zoeken.allemolens.nl/tenbruggencatenummer/03567,https://images.memorix.nl/rce/thumb/350x350/977d6bde-2c3d-3a96-bfe9-817bca28e52f.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/977d6bde-2c3d-3a96-bfe9-817bca28e52f.jpg,1876,51515,386106
903,902,De Hoop,Zuilichem,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,10085,03568,https://zoeken.allemolens.nl/tenbruggencatenummer/03568,https://images.memorix.nl/rce/thumb/350x350/5ff7b3d8-764d-35a1-8511-674a2915ef6f.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/5ff7b3d8-764d-35a1-8511-674a2915ef6f.jpg,1863,137479,424396
904,903,Molen van Zuidzande,Zuidzande,windmolen,korenmolen,ronde stenen beltmolen,bestaand,31549,03601,https://zoeken.allemolens.nl/tenbruggencatenummer/03601,https://images.memorix.nl/rce/thumb/350x350/dd5f2852-626d-367a-9001-09cb0b443e76.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/dd5f2852-626d-367a-9001-09cb0b443e76.jpg,1874,19341,374087
905,904,Windlust,Hoek,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,35021,03603,https://zoeken.allemolens.nl/tenbruggencatenummer/03603,https://images.memorix.nl/rce/thumb/350x350/1a7ee88e-7f0c-736c-f639-4de6b989859a.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1a7ee88e-7f0c-736c-f639-4de6b989859a.jpg,1857,42750,370126
906,905,Simonia,Piershil,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,32152,03605,https://zoeken.allemolens.nl/tenbruggencatenummer/03605,https://images.memorix.nl/rce/thumb/350x350/868c3738-ea3d-716e-aaa3-76d0952cbe6f.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/868c3738-ea3d-716e-aaa3-76d0952cbe6f.jpg,1845,80811,423635
907,906,Windlust,Goudswaard,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,17063,03606,https://zoeken.allemolens.nl/tenbruggencatenummer/03606,https://images.memorix.nl/rce/thumb/350x350/caedf977-a0b2-6afe-0e15-24e257e5b23e.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/caedf977-a0b2-6afe-0e15-24e257e5b23e.jpg,1694,78434,423595
908,907,Landzigt,Zuid-Beijerland,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,41071,03607,https://zoeken.allemolens.nl/tenbruggencatenummer/03607,https://images.memorix.nl/rce/thumb/350x350/75660727-4f6c-3232-fd1c-6c2df5f7d737.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/75660727-4f6c-3232-fd1c-6c2df5f7d737.jpg,1857,83966,418612
909,908,Molen van Goidschalxoord,Heinenoord/Goidschalxoord,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,21359,03610,https://zoeken.allemolens.nl/tenbruggencatenummer/03610,https://images.memorix.nl/rce/thumb/350x350/1579f1cd-2b2b-bb3a-37b0-50616284ea06.jpg,korenmolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1579f1cd-2b2b-bb3a-37b0-50616284ea06.jpg,1718,90498,426958
910,909,De Zandweg,Rotterdam (Charlois),windmolen,korenmolen,ronde stenen stellingmolen,bestaand,32860,03611,https://zoeken.allemolens.nl/tenbruggencatenummer/03611,https://images.memorix.nl/rce/thumb/350x350/4e3866ce-f78b-0c6c-8b96-ab19a3caca36.jpg,korenmolen,Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4e3866ce-f78b-0c6c-8b96-ab19a3caca36.jpg,1723,91674,433170
911,910,De Walderveense Molen,Walderveen,windmolen,korenmolen,8-kante stellingmolen,bestaand,14489,03612,https://zoeken.allemolens.nl/tenbruggencatenummer/03612,https://images.memorix.nl/rce/thumb/350x350/6309696f-78ba-fe6d-aa3d-bb0144e12a3d.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6309696f-78ba-fe6d-aa3d-bb0144e12a3d.jpg,1912,166378,458280
912,911,De Oegekloostermolen,Hartwerd,windmolen,poldermolen,spinnenkop,bestaand,39347,03641,https://zoeken.allemolens.nl/tenbruggencatenummer/03641,https://images.memorix.nl/rce/thumb/350x350/bc035720-4973-24a4-dde8-8d2bdc848023.jpg,poldermolen,J.A. Heijdra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/bc035720-4973-24a4-dde8-8d2bdc848023.jpg,onbekend,166558,564442
913,912,De Kaai,Sloten,windmolen,korenmolen,8-kante stellingmolen,bestaand,33840,03684,https://zoeken.allemolens.nl/tenbruggencatenummer/03684,https://images.memorix.nl/rce/thumb/350x350/52f1133d-b803-ae8a-34ea-03177ddef6c9.jpg,korenmolen,Jos Stover (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/52f1133d-b803-ae8a-34ea-03177ddef6c9.jpg,1755,172452,545190
914,913,De Monnikenmolen,Sint Jansklooster,windmolen,korenmolen,8-kante stellingmolen,bestaand,462001,03685,https://zoeken.allemolens.nl/tenbruggencatenummer/03685,https://images.memorix.nl/rce/thumb/350x350/7a2d1c91-0353-dd98-c13e-90505bcd08db.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7a2d1c91-0353-dd98-c13e-90505bcd08db.jpg,1857,196231,521215
915,914,Tjasker It Heidenskip,It Heidenskip,windmolen,poldermolen,paaltjasker,bestaand,39519,03728,https://zoeken.allemolens.nl/tenbruggencatenummer/03728,https://images.memorix.nl/rce/thumb/350x350/08553306-1848-0fed-bc7d-7f0423268ce5.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/08553306-1848-0fed-bc7d-7f0423268ce5.jpg,1915,162303,552479
916,915,De (Greate) Klaver,Bolsward,windmolen,poldermolen,spinnenkop,bestaand,9860,03730,https://zoeken.allemolens.nl/tenbruggencatenummer/03730,https://images.memorix.nl/rce/thumb/350x350/0b8e26c4-68f9-2ad5-15ca-6664a8e32e95.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0b8e26c4-68f9-2ad5-15ca-6664a8e32e95.jpg,1980,162815,565003
917,916,De Hiemertermole,Burgwerd,windmolen,poldermolen,spinnenkop,bestaand,39348,03734,https://zoeken.allemolens.nl/tenbruggencatenummer/03734,https://images.memorix.nl/rce/thumb/350x350/ca160556-a7ff-3a5e-b068-f9745ea79d5d.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ca160556-a7ff-3a5e-b068-f9745ea79d5d.jpg,1975,163821,568146
918,917,De Edensermolen,Iens (Edens),windmolen,poldermolen,8-kante grondzeiler,bestaand,21571,03739,https://zoeken.allemolens.nl/tenbruggencatenummer/03739,https://images.memorix.nl/rce/thumb/350x350/6e6e01de-19d4-24f9-e1c0-b8cb4c24d0d3.jpg,poldermolen,J.A. Heijdra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6e6e01de-19d4-24f9-e1c0-b8cb4c24d0d3.jpg,onbekend,169333,570643
