OID_,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,FOTOGRAAF,FOTO_GROOT,BOUWJAAR,x,y
803,803,De Klaarkampstermeermolen,Rinsumageest,windmolen,poldermolen,8-kante grondzeiler,bestaand,11695,03067,https://zoeken.allemolens.nl/tenbruggencatenummer/03067,https://images.memorix.nl/rce/thumb/350x350/0335d718-da55-c6c5-fbaa-7986795ec6b2.jpg,poldermolen,Jos Stmver (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0335d718-da55-c6c5-fbaa-7986795ec6b2.jpg,1893,191711,591115
804,804,De Broekmolen,Broeksterwoude,windmolen,poldermolen,8-kante grondzeiler,bestaand,11679,03071,https://zoeken.allemolens.nl/tenbruggencatenummer/03071,https://images.memorix.nl/rce/thumb/350x350/a13b0b19-89d4-cf85-f310-b84dae826261.jpg,poldermolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a13b0b19-89d4-cf85-f310-b84dae826261.jpg,1876,194380,587879
805,805,De Hoop,Roodkerk,windmolen,poldermolen,8-kante grondzeiler,bestaand,11697,03073,https://zoeken.allemolens.nl/tenbruggencatenummer/03073,https://images.memorix.nl/rce/thumb/350x350/6b75c76e-04b7-a7d7-d4a1-7c8e4e1e431d.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6b75c76e-04b7-a7d7-d4a1-7c8e4e1e431d.jpg,1911,191243,586812
806,806,De Grote Molen,Broeksterwoude,windmolen,poldermolen,8-kante grondzeiler,bestaand,11678,03074,https://zoeken.allemolens.nl/tenbruggencatenummer/03074,https://images.memorix.nl/rce/thumb/350x350/52c597b8-5349-bf5a-e0fb-282a2c3e7523.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/52c597b8-5349-bf5a-e0fb-282a2c3e7523.jpg,1887,193940,586870
807,807,De Hoop,Sumar (Suameer),windmolen,korenmolen,8-kante stellingmolen,bestaand,35683,03080,https://zoeken.allemolens.nl/tenbruggencatenummer/03080,https://images.memorix.nl/rce/thumb/350x350/6b03ef44-1518-d246-7962-33c8097bd466.jpg,korenmolen,Dennis Nijhuis (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6b03ef44-1518-d246-7962-33c8097bd466.jpg,1882,195813,577105
808,808,Lytse Saiterpolder,Warten (Wartena),windmolen,poldermolen,spinnenkop,restant,527443,03082,https://zoeken.allemolens.nl/tenbruggencatenummer/03082,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=19264,poldermolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=19264,onbekend,189430,572850
809,809,De Hempenserpoldermolen,Wergea (Warga),windmolen,poldermolen,8-kante grondzeiler,bestaand,34603,03091,https://zoeken.allemolens.nl/tenbruggencatenummer/03091,https://images.memorix.nl/rce/thumb/350x350/a91793c2-956b-84f9-c2d5-cfc8fc74f55f.jpg,poldermolen,Jos Stmver (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a91793c2-956b-84f9-c2d5-cfc8fc74f55f.jpg,1863,185356,575749
810,810,De Hooydonkse Watermolen,Nederwetten,watermolen,koren- houtzaagmolen,watergedreven molen met onderslagrad,bestaand,511964,03103,https://zoeken.allemolens.nl/tenbruggencatenummer/03103,https://images.memorix.nl/rce/thumb/350x350/ea32f1d6-c2b8-99f6-6025-9f005a3e92f8.jpg,koren-/zaagmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ea32f1d6-c2b8-99f6-6025-9f005a3e92f8.jpg,onbekend,163700,390000
811,811,Beltmolen 's-Heerenberg,'s-Heerenberg,windmolen,korenmolen,ronde stenen beltmolen,restant,9282,03105,https://zoeken.allemolens.nl/tenbruggencatenummer/03105,https://images.memorix.nl/rce/thumb/350x350/be26aa4a-76b3-135e-4b63-9be0d1568e8a.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/be26aa4a-76b3-135e-4b63-9be0d1568e8a.jpg,1829,214170,432600
812,812,Molen van Lukassen,Varsselder,windmolen,korenmolen,ronde stenen grondzeiler,restant,16075,03108,https://zoeken.allemolens.nl/tenbruggencatenummer/03108,https://images.memorix.nl/rce/thumb/350x350/8909c5d3-3b45-2264-dd53-2da6612f686f.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8909c5d3-3b45-2264-dd53-2da6612f686f.jpg,1866,221863,433812
813,813,Molen van Voorst,Voorst (bij Gendringen),windmolen,korenmolen,ronde stenen beltmolen,bestaand,515762,03112,https://zoeken.allemolens.nl/tenbruggencatenummer/03112,https://images.memorix.nl/rce/thumb/350x350/0aebb93f-4ea1-adba-45b1-ca5544fea074.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0aebb93f-4ea1-adba-45b1-ca5544fea074.jpg,1866,225948,432060
814,814,De Kempermolen,Breedenbroek,windmolen,korenmolen,ronde stenen beltmolen,bestaand,16067,03113,https://zoeken.allemolens.nl/tenbruggencatenummer/03113,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=19508,korenmolen,allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=19508,1882,228422,434733
815,815,Teunismolen,De Heurne,windmolen,korenmolen,8-kante beltmolen,bestaand,12924,03114,https://zoeken.allemolens.nl/tenbruggencatenummer/03114,https://images.memorix.nl/rce/thumb/350x350/ab95a4be-77f2-4ebc-7b31-144a1483d7d4.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ab95a4be-77f2-4ebc-7b31-144a1483d7d4.jpg,1822,231832,435409
816,816,Meenkmolen,Miste,windmolen,korenmolen,8-kante beltmolen,bestaand,39071,03115,https://zoeken.allemolens.nl/tenbruggencatenummer/03115,https://images.memorix.nl/rce/thumb/350x350/98de6843-8c9d-54b8-8de3-cc713cc414d0.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/98de6843-8c9d-54b8-8de3-cc713cc414d0.jpg,1851,241458,440359
817,817,De Prins van Oranje,Bredevoort,windmolen,korenmolen,ronde stenen beltmolen,bestaand,6866,03116,https://zoeken.allemolens.nl/tenbruggencatenummer/03116,https://images.memorix.nl/rce/thumb/350x350/d44da8d3-3a25-6513-c0e7-819956fc5a6f.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d44da8d3-3a25-6513-c0e7-819956fc5a6f.jpg,1870,239570,439940
818,818,Wenninkmolen,Lintelo/Aalten,windmolen,korenmolen,ronde stenen beltmolen,bestaand,6848,03120,https://zoeken.allemolens.nl/tenbruggencatenummer/03120,https://images.memorix.nl/rce/thumb/350x350/b4ae2a01-a2e1-fa78-7405-58f15dd388a2.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b4ae2a01-a2e1-fa78-7405-58f15dd388a2.jpg,1860,232723,437769
819,819,Gerritsens Molen,Silvolde,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,39086,03121,https://zoeken.allemolens.nl/tenbruggencatenummer/03121,https://images.memorix.nl/rce/thumb/350x350/946ccf51-fdc4-35f9-22e9-74fbe70fc606.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/946ccf51-fdc4-35f9-22e9-74fbe70fc606.jpg,1856,224247,436293
820,820,Benninkmolen (vh. Velsmolen),Doetinchem,windmolen,korenmolen,8-kante stellingmolen,bestaand,13087,03123,https://zoeken.allemolens.nl/tenbruggencatenummer/03123,https://images.memorix.nl/rce/thumb/350x350/085a857d-30dd-a409-f67c-ecef6f4f12cb.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/085a857d-30dd-a409-f67c-ecef6f4f12cb.jpg,1920,219503,442457
821,821,Aurora,Doetinchem-Dichteren,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,13089,03124,https://zoeken.allemolens.nl/tenbruggencatenummer/03124,https://images.memorix.nl/rce/thumb/350x350/a09a6606-82ca-ac26-3b7f-0ca7b1b739a2.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a09a6606-82ca-ac26-3b7f-0ca7b1b739a2.jpg,1870,215791,441102
822,822,Rembrandt / De Vos (molenromp in restauratie),Kilder,windmolen,korenmolen,ronde stenen beltmolen,bestaand,9284,03125,https://zoeken.allemolens.nl/tenbruggencatenummer/03125,https://images.memorix.nl/rce/thumb/350x350/7d36777e-ae42-7e23-acd9-a0295af3ec02.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7d36777e-ae42-7e23-acd9-a0295af3ec02.jpg,1854,213050,439729
823,823,Watermolen van Laag-Keppel,Laag-Keppel,watermolen,korenmolen,watergedreven molen met onderslagrad,bestaand,22838,03127,https://zoeken.allemolens.nl/tenbruggencatenummer/03127,https://images.memorix.nl/rce/thumb/350x350/1ebfab4e-bc41-27d1-4fb0-650ce8811bc5.jpg,korenmolen,J.A. Heijdra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1ebfab4e-bc41-27d1-4fb0-650ce8811bc5.jpg,onbekend,212439,445396
824,824,Wittebrinksemolen,Wittebrink / Zelhem,windmolen,korenmolen,ronde stenen beltmolen,bestaand,40413,03129,https://zoeken.allemolens.nl/tenbruggencatenummer/03129,https://images.memorix.nl/rce/thumb/350x350/fce0e76b-9331-62e3-4111-fd917aa78317.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/fce0e76b-9331-62e3-4111-fd917aa78317.jpg,1889,217135,446512
825,825,Coopsm/lle,Zelhem,windmolen,korenmolen,ronde stenen grondzeiler,restant,527613,03134,https://zoeken.allemolens.nl/tenbruggencatenummer/03134,https://images.memorix.nl/rce/thumb/350x350/e06e772b-a13a-822a-4e58-355d1cf966d7.jpg,korenmolen,Bert van As (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e06e772b-a13a-822a-4e58-355d1cf966d7.jpg,1818,219913,446627
826,826,De Ster,Geesteren,windmolen,korenmolen,8-kante stellingmolen,bestaand,9888,03137,https://zoeken.allemolens.nl/tenbruggencatenummer/03137,https://images.memorix.nl/rce/thumb/350x350/49870e27-ec53-9fb7-1069-3e073511526c.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/49870e27-ec53-9fb7-1069-3e073511526c.jpg,1859,232730,461578
827,827,Desir:,Megen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,28528,03138,https://zoeken.allemolens.nl/tenbruggencatenummer/03138,https://images.memorix.nl/rce/thumb/350x350/3aaa309a-4967-6eea-94b0-6bba1d752255.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3aaa309a-4967-6eea-94b0-6bba1d752255.jpg,1875,167162,425695
828,828,Nyl5nnermole,Workum,windmolen,poldermolen,8-kante grondzeiler,bestaand,39452,03164,https://zoeken.allemolens.nl/tenbruggencatenummer/03164,https://images.memorix.nl/rce/thumb/350x350/2eb808af-daf7-ded9-eb73-3d43855b6a76.jpg,poldermolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2eb808af-daf7-ded9-eb73-3d43855b6a76.jpg,onbekend,157675,553351
829,829,Ybema's Molen,Workum,windmolen,poldermolen,8-kante grondzeiler,bestaand,39517,03167,https://zoeken.allemolens.nl/tenbruggencatenummer/03167,https://images.memorix.nl/rce/thumb/350x350/24af760d-857b-5524-c916-2832751602cd.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/24af760d-857b-5524-c916-2832751602cd.jpg,1899,158814,555529
830,830,De Cornwerdermolen,Cornwerd,windmolen,poldermolen,8-kante grondzeiler,bestaand,39329,03177,https://zoeken.allemolens.nl/tenbruggencatenummer/03177,https://images.memorix.nl/rce/thumb/350x350/93f17ef7-02ec-f5f6-bc77-fe434ec9e44f.jpg,poldermolen,J.A. Heijdra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/93f17ef7-02ec-f5f6-bc77-fe434ec9e44f.jpg,1907,155977,565865
831,831,De Eendracht,Kimswerd,windmolen,poldermolen,8-kante grondzeiler,bestaand,39358,03178,https://zoeken.allemolens.nl/tenbruggencatenummer/03178,https://images.memorix.nl/rce/thumb/350x350/8f99f2b5-29c6-ee71-1414-cc09511ab1ed.jpg,poldermolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8f99f2b5-29c6-ee71-1414-cc09511ab1ed.jpg,1872,157673,571985
832,832,Meerswal,Lollum,windmolen,poldermolen,8-kante grondzeiler,bestaand,39364,03179,https://zoeken.allemolens.nl/tenbruggencatenummer/03179,https://images.memorix.nl/rce/thumb/350x350/dd7eae8b-da7f-6750-3b6d-ac55bb303900.jpg,poldermolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/dd7eae8b-da7f-6750-3b6d-ac55bb303900.jpg,1903,164219,572136
833,833,Fatum,Tzum,windmolen,poldermolen,spinnenkop,bestaand,15876,03183,https://zoeken.allemolens.nl/tenbruggencatenummer/03183,https://images.memorix.nl/rce/thumb/350x350/c7fa4980-78de-a992-d280-f6fc60733338.jpg,poldermolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c7fa4980-78de-a992-d280-f6fc60733338.jpg,1914,167641,572750
834,834,Teatlum of Duivenhok,Tzum,windmolen,poldermolen,spinnenkop,bestaand,15877,03188,https://zoeken.allemolens.nl/tenbruggencatenummer/03188,https://images.memorix.nl/rce/thumb/350x350/70124c93-a146-a37c-e103-352c883c0465.jpg,poldermolen,J.A. Heijdra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/70124c93-a146-a37c-e103-352c883c0465.jpg,onbekend,168172,571886
835,835,Skalsumer Mole (vh. De Schalsumermolen),Schalsum,windmolen,poldermolen,8-kante grondzeiler,bestaand,15880,03196,https://zoeken.allemolens.nl/tenbruggencatenummer/03196,https://images.memorix.nl/rce/thumb/350x350/0c7fea94-d7f3-0451-3b68-d4f7a0c4afa1.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0c7fea94-d7f3-0451-3b68-d4f7a0c4afa1.jpg,1801,168567,578711
836,836,De Kievit,Menaldum,windmolen,poldermolen,8-kante grondzeiler,bestaand,28578,03205,https://zoeken.allemolens.nl/tenbruggencatenummer/03205,https://images.memorix.nl/rce/thumb/350x350/37019b0c-96f4-2e1c-3c88-872d98915811.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/37019b0c-96f4-2e1c-3c88-872d98915811.jpg,1802,172809,582406
837,837,De Wijnsermolen,Wyns (Wijns),windmolen,poldermolen,8-kante grondzeiler,bestaand,35691,03211,https://zoeken.allemolens.nl/tenbruggencatenummer/03211,https://images.memorix.nl/rce/thumb/350x350/d24d63f0-d027-2f34-3ed2-b0f00355379f.jpg,poldermolen,Kris Roderburg (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d24d63f0-d027-2f34-3ed2-b0f00355379f.jpg,1871,185567,586214
838,838,De Volharding,Jislum,windmolen,poldermolen,8-kante grondzeiler,bestaand,15632,03218,https://zoeken.allemolens.nl/tenbruggencatenummer/03218,https://images.memorix.nl/rce/thumb/350x350/803dc1ef-0c16-8df7-85d4-ce7a1587b578.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/803dc1ef-0c16-8df7-85d4-ce7a1587b578.jpg,1872,187182,591778
839,839,De Phenix,Nes (Ameland),windmolen,korenmolen,8-kante grondzeiler,bestaand,7611,03221,https://zoeken.allemolens.nl/tenbruggencatenummer/03221,https://images.memorix.nl/rce/thumb/350x350/e0d3e087-5e87-5bbe-a117-8b1b3956d644.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e0d3e087-5e87-5bbe-a117-8b1b3956d644.jpg,1880,180731,606887
840,840,De Hantumermolen,Hantum,windmolen,poldermolen,8-kante grondzeiler,bestaand,38699,03224,https://zoeken.allemolens.nl/tenbruggencatenummer/03224,https://images.memorix.nl/rce/thumb/350x350/5c271855-d516-b374-4e40-b12eca1e79fa.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/5c271855-d516-b374-4e40-b12eca1e79fa.jpg,1880,193345,596916
841,841,De Hond,Paesens,windmolen,koren- pelmolen,8-kante stellingmolen,bestaand,31591,03226,https://zoeken.allemolens.nl/tenbruggencatenummer/03226,https://images.memorix.nl/rce/thumb/350x350/2253fb1f-cfaf-1e0c-e621-ed80e5a0023b.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2253fb1f-cfaf-1e0c-e621-ed80e5a0023b.jpg,1861,201572,601546
842,842,Ropta,Metslawier,windmolen,koren- pelmolen,8-kante stellingmolen,bestaand,31577,03227,https://zoeken.allemolens.nl/tenbruggencatenummer/03227,https://images.memorix.nl/rce/thumb/350x350/9704ab46-be9d-f91f-dffd-5a984b63bce3.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9704ab46-be9d-f91f-dffd-5a984b63bce3.jpg,1836,200476,598327
843,843,De Eendragt,Anjum,windmolen,koren- pelmolen,8-kante stellingmolen,bestaand,31556,03228,https://zoeken.allemolens.nl/tenbruggencatenummer/03228,https://images.memorix.nl/rce/thumb/350x350/566ac3bb-b544-7754-ad93-3c6db94e956c.jpg,koren-/industriemolen,Kris Roderburg (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/566ac3bb-b544-7754-ad93-3c6db94e956c.jpg,1889,204314,598890
844,844,De Beintemapoldermolen,Westergeest,windmolen,poldermolen,8-kante grondzeiler,bestaand,23768,03230,https://zoeken.allemolens.nl/tenbruggencatenummer/03230,https://images.memorix.nl/rce/thumb/350x350/1bdad866-d7fe-1b1e-fe7d-b01eac9305c3.jpg,poldermolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1bdad866-d7fe-1b1e-fe7d-b01eac9305c3.jpg,1870,201324,592477
845,845,Tochmaland,Kollum,windmolen,poldermolen,8-kante grondzeiler,bestaand,23743,03234,https://zoeken.allemolens.nl/tenbruggencatenummer/03234,https://images.memorix.nl/rce/thumb/350x350/1229a92d-59fc-c997-42b0-3bd999282967.jpg,poldermolen,Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1229a92d-59fc-c997-42b0-3bd999282967.jpg,1893,205616,589590
846,846,De Hoop,Dokkum,windmolen,korenmolen,8-kante stellingmolen,bestaand,13186,03246,https://zoeken.allemolens.nl/tenbruggencatenummer/03246,https://images.memorix.nl/rce/thumb/350x350/7d80bea0-9e5c-c484-a14a-f87955f2602a.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7d80bea0-9e5c-c484-a14a-f87955f2602a.jpg,1849,195702,593110
847,847,Zeldenrust,Dokkum,windmolen,koren- pelmolen,8-kante stellingmolen,bestaand,13097,03247,https://zoeken.allemolens.nl/tenbruggencatenummer/03247,https://images.memorix.nl/rce/thumb/350x350/ca31e849-74de-bc6a-d01f-0c839328b021.jpg,koren-/industriemolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ca31e849-74de-bc6a-d01f-0c839328b021.jpg,1862,195465,593303
848,848,Koartw/ld/Feanstermoune,Surhuisterveen,windmolen,korenmolen,8-kante stellingmolen,bestaand,511200,03261,https://zoeken.allemolens.nl/tenbruggencatenummer/03261,https://images.memorix.nl/rce/thumb/350x350/b3beb5c2-2c66-53cc-c25a-7608b3b9bf04.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b3beb5c2-2c66-53cc-c25a-7608b3b9bf04.jpg,onbekend,208212,577808
849,849,Welgelegen,Heerenveen,windmolen,korenmolen,8-kante stellingmolen,bestaand,21171,03273,https://zoeken.allemolens.nl/tenbruggencatenummer/03273,https://images.memorix.nl/rce/thumb/350x350/9926629c-0b6d-0e73-4c62-4b01c9a64e8b.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9926629c-0b6d-0e73-4c62-4b01c9a64e8b.jpg,1849,190700,553080
850,850,De Skarrenmoune,Scharsterbrug,windmolen,poldermolen,8-kante grondzeiler,bestaand,13251,03289,https://zoeken.allemolens.nl/tenbruggencatenummer/03289,https://images.memorix.nl/rce/thumb/350x350/83a5e76b-9a2f-0835-3706-a0b02ec12c98.jpg,poldermolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/83a5e76b-9a2f-0835-3706-a0b02ec12c98.jpg,1888,181260,551223
851,851,'t Lam,Woudsend,windmolen,koren- pelmolen,8-kante stellingmolen,bestaand,39846,03295,https://zoeken.allemolens.nl/tenbruggencatenummer/03295,https://images.memorix.nl/rce/thumb/350x350/35bf06a2-b8e2-8f1b-acee-c3938892e060.jpg,koren-/industriemolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/35bf06a2-b8e2-8f1b-acee-c3938892e060.jpg,onbekend,171111,550734
852,852,Doris Mooltsje,Oudega,windmolen,poldermolen,spinnenkop,bestaand,527647,03306,https://zoeken.allemolens.nl/tenbruggencatenummer/03306,https://images.memorix.nl/rce/thumb/350x350/aab6ac6c-e2a7-e813-7b67-a5e5e5fb18c0.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/aab6ac6c-e2a7-e813-7b67-a5e5e5fb18c0.jpg,1996,165038,556804
853,853,De Monnikenburenmolen of Nijhuizumer Molen,Nijhuizum,windmolen,poldermolen,spinnenkop,bestaand,527646,03316,https://zoeken.allemolens.nl/tenbruggencatenummer/03316,https://images.memorix.nl/rce/thumb/350x350/21ab90ac-d18b-df80-6895-3d49e6eb6d66.jpg,poldermolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/21ab90ac-d18b-df80-6895-3d49e6eb6d66.jpg,onbekend,161868,555480
854,854,De Koe,Veere,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,36991,03319,https://zoeken.allemolens.nl/tenbruggencatenummer/03319,https://images.memorix.nl/rce/thumb/350x350/8b55d692-724c-d2be-09dd-6bb57a9b922f.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8b55d692-724c-d2be-09dd-6bb57a9b922f.jpg,1909,35272,397029
855,855,Seismolen,Middelburg,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,29478,03320,https://zoeken.allemolens.nl/tenbruggencatenummer/03320,https://images.memorix.nl/rce/thumb/350x350/2f50cacf-e588-69ae-8604-a43b63a404e2.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2f50cacf-e588-69ae-8604-a43b63a404e2.jpg,1728,31156,391554
856,856,Hulsters Molen,Schoondijke,windmolen,korenmolen,ronde stenen beltmolen,bestaand,31528,03322,https://zoeken.allemolens.nl/tenbruggencatenummer/03322,https://images.memorix.nl/rce/thumb/350x350/bd5c2c90-fdfe-b594-7ee9-1b7b00ec0c3a.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/bd5c2c90-fdfe-b594-7ee9-1b7b00ec0c3a.jpg,1884,26988,375217
857,857,De Witte Juffer,IJzendijke,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,31531,03324,https://zoeken.allemolens.nl/tenbruggencatenummer/03324,https://images.memorix.nl/rce/thumb/350x350/2c30a1f0-a5df-f35f-c35a-1a1735326e3a.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2c30a1f0-a5df-f35f-c35a-1a1735326e3a.jpg,1841,31490,371638
858,858,De Harmonie,Biervliet,windmolen,korenmolen,ronde stenen beltmolen,bestaand,35019,03326,https://zoeken.allemolens.nl/tenbruggencatenummer/03326,https://images.memorix.nl/rce/thumb/350x350/07ca4997-01ff-0c63-4864-4a9e2c1782ef.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/07ca4997-01ff-0c63-4864-4a9e2c1782ef.jpg,1842,36489,372556
859,859,Eben Haezer,Spui (Terneuzen),windmolen,korenmolen,ronde stenen beltmolen,bestaand,35023,03489,https://zoeken.allemolens.nl/tenbruggencatenummer/03489,https://images.memorix.nl/rce/thumb/350x350/4f72d6b2-df0c-6339-fc84-e6e18fe84902.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4f72d6b2-df0c-6339-fc84-e6e18fe84902.jpg,1807,49739,368748
860,860,De Koutermolen,Hoedekenskerke,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,9996,03493,https://zoeken.allemolens.nl/tenbruggencatenummer/03493,https://images.memorix.nl/rce/thumb/350x350/1dbd66b3-17fc-cf2e-d00c-8794e1ac158a.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1dbd66b3-17fc-cf2e-d00c-8794e1ac158a.jpg,1874,51936,382970
861,861,De Hoop,Giesbeek,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,8151,03494,https://zoeken.allemolens.nl/tenbruggencatenummer/03494,https://images.memorix.nl/rce/thumb/350x350/e446ff7c-dc2c-fcd6-30e2-789658bf06cf.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e446ff7c-dc2c-fcd6-30e2-789658bf06cf.jpg,1888,201738,445491
862,1404,De Kraekermolen,Thorn,watermolen,korenmolen,watergedreven molen,restant,35444,02797 b,https://zoeken.allemolens.nl/tenbruggencatenummer/02797 b,https://upload.wikimedia.org/wikipedia/commons/5/50/Beekstraat_13_Thorn.JPG,korenmolen,Rosemoonvia Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/5/50/Beekstraat_13_Thorn.JPG,1880,186543,352371
863,862,De Korenmolen of De Korenbloem,Eerbeek,watermolen,oliemolen,watergedreven molen met bovenslagrad,bestaand,11249,03500,https://zoeken.allemolens.nl/tenbruggencatenummer/03500,https://images.memorix.nl/rce/thumb/350x350/98077d72-adc1-083d-4099-7857cd3bcf8a.jpg,industriemolen,J.P. de Koning (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/98077d72-adc1-083d-4099-7857cd3bcf8a.jpg,1860,201950,457900
864,863,De Roos,Delft,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,12159,03503,https://zoeken.allemolens.nl/tenbruggencatenummer/03503,https://images.memorix.nl/rce/thumb/350x350/c0d34bd3-d1b2-83af-b127-43bba3e49f43.jpg,korenmolen,Ton Penders (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c0d34bd3-d1b2-83af-b127-43bba3e49f43.jpg,1679,83887,447790
